activity_id,start_date_local,start_date_utc,name,sport_type,trainer,commute,moving_time_sec,elapsed_time_sec,distance_m,distance_mi,total_elevation_gain_m,total_elevation_gain_ft,average_speed_mps,average_speed_mph,max_speed_mps,max_speed_mph,average_heartrate,max_heartrate,average_watts,weighted_average_watts,kilojoules,average_cadence,device_name,achievement_count,pr_count,suffer_score,calories,perceived_exertion,has_heartrate,has_run_segments
A0093,2026-04-14 2:22:21,2026-04-14T16:22:21Z,Zwift - Pacer Group Ride with Miguel,VirtualRide,FALSE,FALSE,3305,3305,29124.8,18.0973061008,113,370.73492,8.812,19.71191528,13.36,29.8855184,113,127,115.8,117,382.8,98,Zwift,,,,,,,
A0094,2026-04-13 14:33:45,2026-04-14T04:33:45Z,Night Walk,Walk,FALSE,FALSE,1523,1580,1990.9,1.2370875239,27.2,89.238848,1.307,2.92368058,2.14,4.7870516,86,96,,,,,Apple Watch Ultra,,,,,,,
A0095,2026-04-13 11:49:27,2026-04-14T01:49:27Z,Fitbod - Sore in 6 mins - Chest,WeightTraining,TRUE,FALSE,618,618,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0096,2026-04-13 9:56:24,2026-04-13T23:56:24Z,Afternoon Walk,Walk,FALSE,FALSE,1207,1207,1423.5,0.8845216185,0,0,1.179,2.63735226,7.188,16.07912472,,,,,,,Apple Watch Ultra,,,,,,,
A0097,2026-04-13 3:50:08,2026-04-13T17:50:08Z,Morning Walk,Walk,FALSE,FALSE,798,798,1121.1,0.6966190281,44.4,145.669296,1.405,3.1429007,3.04,6.8002976,110.8,116,,,,,Apple Watch Ultra,,,,,,,
A0098,2026-04-12 15:04:42,2026-04-13T05:04:42Z,Night Walk,Walk,FALSE,FALSE,1559,1559,2088.6,1.2977954706,29.4,96.456696,1.34,2.9974996,2.16,4.8317904,91.8,104,,,,,Apple Watch Ultra,,,,,,,
A0099,2026-04-12 3:41:16,2026-04-12T17:41:16Z,Zwift - Tempus Fugit in Watopia,VirtualRide,FALSE,FALSE,7183,7183,64676.6,40.1881636186,99,324.80316,9.004,20.14140776,11.2,25.053728,126.7,138,122.1,123,877.2,98,Zwift,,,,,,,
A0100,2026-04-11 8:22:53,2026-04-11T22:22:53Z,Afternoon Walk,Walk,FALSE,FALSE,1413,1488,2074.3,1.2889098653,38.8,127.296592,1.468,3.28382792,2.307,5.16062058,98.9,108,,,,,Apple Watch Ultra,,,,,,,
A0101,2026-04-11 2:11:55,2026-04-11T16:11:55Z,Pool Swim,Swim,TRUE,FALSE,3764,4717,3634.7,2.2584971737,0,0,0.966,2.16088404,2.54,5.6818276,126.3,150,,,,,,,,,,,,
A0102,2026-04-10 11:22:16,2026-04-11T01:22:16Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,2487,2500,6246.9,3.8816424999,0,0,2.512,5.61919328,4.52,10.1109688,131.2,145,,,,82.9,Zwift Run,,,,,,,TRUE
A0103,2026-04-10 0:08:10,2026-04-10T14:08:10Z,Pool Swim,Swim,TRUE,FALSE,2165,3180,2217.4,1.3778280554,0,0,1.024,2.29062656,2.3,5.144962,124.2,147,,,,,,,,,,,,
A0104,2026-04-09 14:39:35,2026-04-10T04:39:35Z,Outdoor Walk,Walk,FALSE,FALSE,1546,1576,2074.9,1.2892826879,25.8,84.645672,1.342,3.00197348,2.16,4.8317904,87.1,100,,,,50.1,,,,,,,,
A0105,2026-04-09 13:10:57,2026-04-10T03:10:57Z,Fitbod - Glute Mobility protocol,WeightTraining,TRUE,FALSE,1402,1402,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0106,2026-04-09 3:57:46,2026-04-09T17:57:46Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,1121,1132,3242.2,2.0146090562,0,0,2.892,6.46923048,3,6.71082,143,150,,,,88.7,Zwift Run,,,,,,,TRUE
A0107,2026-04-09 2:54:12,2026-04-09T16:54:12Z,Zwift - Pacer Group Ride with Miguel,VirtualRide,FALSE,FALSE,3644,3644,32429.9,20.1509993929,133,436.35172,8.9,19.908766,13.06,29.2144364,122.9,137,116.8,120,425.7,99.4,Zwift,,,,,,,
A0108,2026-04-08 10:23:49,2026-04-09T00:23:49Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,2979,2984,8306.4,5.1613560744,0,0,2.788,6.23658872,3.1,6.934514,142.4,156,,,,85.5,Zwift Run,,,,,,,TRUE
A0109,2026-04-08 0:09:03,2026-04-08T14:09:03Z,Morning Swim,Swim,TRUE,FALSE,3033,3033,2057.4,1.2784086954,0,0,0.678,1.51664532,4.58,10.2451852,122.9,150,,,,,Apple Watch Ultra,,,,,,,
A0110,2026-04-07 15:01:47,2026-04-08T05:01:47Z,Night Walk,Walk,FALSE,FALSE,1708,1708,2078.2,1.2913332122,29.2,95.800528,1.217,2.72235598,1.96,4.3844024,84.5,102,,,,,Apple Watch Ultra,,,,,,,
A0111,2026-04-07 11:22:49,2026-04-08T01:22:49Z,Fitbod - Sore in 6 mins - Chest,WeightTraining,TRUE,FALSE,918,918,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0112,2026-04-07 9:27:41,2026-04-07T23:27:41Z,Afternoon Walk,Walk,FALSE,FALSE,749,834,1021,0.634419791,3.8,12.467192,1.363,3.04894922,2.5,5.59235,77.9,85,,,,,Apple Watch Ultra,,,,,,,
A0113,2026-04-07 5:09:28,2026-04-07T19:09:28Z,Lunch Walk,Walk,FALSE,FALSE,494,3960,675.2,0.4195496992,25.6,83.989504,1.367,3.05789698,2.347,5.25009818,99.9,110,,,,,Apple Watch Ultra,,,,,,,
A0114,2026-04-07 1:49:29,2026-04-07T15:49:29Z,Zwift - Pacer Group Ride with Miguel,VirtualRide,FALSE,FALSE,3233,3233,29114.3,18.0907817053,166,544.61944,9.005,20.1436447,14.1,31.540854,124.1,145,122.3,126,395.3,98.7,Zwift,,,,,,,
A0115,2026-04-06 15:14:41,2026-04-07T05:14:41Z,Night Walk,Walk,FALSE,FALSE,1631,1719,2148.2,1.3348291822,31.2,102.362208,1.317,2.94604998,2.16,4.8317904,83.1,96,,,,,Apple Watch Ultra,,,,,,,
A0116,2026-04-06 8:13:15,2026-04-06T22:13:15Z,Afternoon Walk,Walk,FALSE,FALSE,815,815,1164,0.723275844,43.2,141.732288,1.428,3.19435032,2.42,5.4133948,64,64,,,,,Apple Watch Ultra,,,,,,,
A0117,2026-04-05 14:53:38,2026-04-06T04:53:38Z,Night Walk,Walk,FALSE,FALSE,1766,1808,2168.5,1.3474430135,27.8,91.207352,1.228,2.74696232,2.107,4.71323258,86.1,100,,,,,Apple Watch Ultra,,,,,,,
A0118,2026-04-05 3:42:50,2026-04-05T17:42:50Z,Morning Ride,Ride,FALSE,FALSE,7849,7930,53785.2,33.4205635092,624,2047.24416,6.852,15.32751288,21.08,47.1546952,136.8,155,133.9,141,1038.2,93.3,Wahoo ELEMNT BOLT,,,,,,,
A0119,2026-04-04 15:00:48,2026-04-05T05:00:48Z,Night Walk,Walk,FALSE,FALSE,1770,1770,2165.5,1.3455789005,35.8,117.454072,1.223,2.73577762,2.06,4.6080964,88.8,101,,,,,Apple Watch Ultra,,,,,,,
A0120,2026-04-03 15:03:20,2026-04-04T05:03:20Z,Night Walk,Walk,FALSE,FALSE,1745,1867,2165.7,1.3457031747,45.2,148.293968,1.241,2.77604254,1.973,4.41348262,83.2,99,,,,,Apple Watch Ultra,,,,,,,
A0121,2026-04-03 0:07:10,2026-04-03T14:07:10Z,Morning Swim,Swim,TRUE,FALSE,3150,3150,2148.8,1.3352020048,0,0,0.682,1.52559308,4.58,10.2451852,119.7,145,,,,,Apple Watch Ultra,,,,,,,
A0122,2026-04-02 14:47:24,2026-04-03T04:47:24Z,Night Walk,Walk,FALSE,FALSE,1685,1707,2095.3,1.3019586563,28,91.86352,1.243,2.78051642,2.047,4.57901618,86.1,99,,,,,Apple Watch Ultra,,,,,,,
A0123,2026-04-02 3:18:30,2026-04-02T17:18:30Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,849,855,2438.3,1.5150889093,0,0,2.872,6.42449168,2.98,6.6660812,139.1,148,,,,89,Zwift Run,,,,,,,TRUE
A0124,2026-04-02 2:29:57,2026-04-02T16:29:57Z,Zwift - Pacer Group Ride with Miguel,VirtualRide,FALSE,FALSE,2714,2714,24591.7,15.2805692207,121,396.98164,9.061,20.26891334,14.56,32.5698464,122.9,133,118,120,320.3,98.2,Zwift,,,,,,,
A0125,2026-04-01 10:20:12,2026-04-02T00:20:12Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,2983,3002,8215.5,5.1048734505,0,0,2.754,6.16053276,3.74,8.3661556,139.5,154,,,,85.2,Zwift Run,,,,,,,TRUE
A0126,2026-04-01 1:00:18,2026-04-01T15:00:18Z,Morning Swim,Swim,TRUE,FALSE,3261,3261,2583.2,1.6051255672,0,0,0.792,1.77165648,4.58,10.2451852,129,150,,,,,Apple Watch Ultra,,,,,,,
A0127,2026-03-31 11:55:48,2026-04-01T01:55:48Z,Evening Walk,Walk,FALSE,FALSE,1768,1768,2711.8,1.6850338778,5.4,17.716536,1.534,3.43146596,2.46,5.5028724,97.2,101,,,,,Apple Watch Ultra,,,,,,,
A0128,2026-03-31 4:18:53,2026-03-31T18:18:53Z,Lunch Run,Run,FALSE,FALSE,2382,2387,7440,4.62300024,33.4,109.580056,3.123,6.98596362,4.4,9.842536,147.3,168,217.2,220,517.3,,Apple Watch Ultra,,,,,,,TRUE
A0129,2026-03-30 7:09:51,2026-03-30T21:09:51Z,Afternoon Walk,Walk,FALSE,FALSE,860,919,1058.2,0.6575347922,20,65.6168,1.23,2.7514362,9.187,20.55076778,88.7,101,,,,,Apple Watch Ultra,,,,,,,
A0130,2026-03-29 1:25:08,2026-03-29T15:25:08Z,Morning Ride,Ride,FALSE,FALSE,11830,13217,80796.9,50.2048505499,778,2552.49352,6.83,15.2783002,21.12,47.2441728,138.4,156,140.7,149,1642.2,91.9,Wahoo ELEMNT BOLT,,,,,,,
A0131,2026-03-28 14:58:38,2026-03-29T04:58:38Z,Night Walk,Walk,FALSE,FALSE,1674,1693,2090.7,1.2991003497,27.8,91.207352,1.249,2.79393806,2.053,4.59243782,83.6,95,,,,,Apple Watch Ultra,,,,,,,
A0132,2026-03-28 2:08:51,2026-03-28T16:08:51Z,Pool Swim,Swim,TRUE,FALSE,3213,4856,3269,2.031261799,0,0,1.017,2.27496798,2.86,6.3976484,131.1,156,,,,,,,,,,,,
A0133,2026-03-27 14:58:46,2026-03-28T04:58:46Z,Night Walk,Walk,FALSE,FALSE,1634,1702,2081.5,1.2933837365,27.6,90.551184,1.274,2.84986156,2.153,4.81613182,89.4,101,,,,,Apple Watch Ultra,,,,,,,
A0134,2026-03-26 14:54:09,2026-03-27T04:54:09Z,Night Walk,Walk,FALSE,FALSE,1637,1637,2063.8,1.2823854698,26.4,86.614176,1.261,2.82078134,2.04,4.5633576,90,97,,,,,Apple Watch Ultra,,,,,,,
A0135,2026-03-26 3:16:46,2026-03-26T17:16:46Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,1201,1209,3235,2.010135185,0,0,2.694,6.02631636,3,6.71082,131.2,141,,,,87,Zwift Run,,,,,,,
A0136,2026-03-26 2:16:21,2026-03-26T16:16:21Z,Zwift - Pacer Group Ride with Bernie,VirtualRide,FALSE,FALSE,3346,3346,25360.9,15.7585277939,205,672.5722,7.579,16.95376826,18.22,40.7570468,110.5,131,99.7,106,333.5,98.6,Zwift,,,,,,,
A0137,2026-03-25 15:07:39,2026-03-26T05:07:39Z,Night Walk,Walk,FALSE,FALSE,1586,1605,2090.6,1.2990382126,28.8,94.488192,1.318,2.94828692,2.167,4.84744898,89,101,,,,,Apple Watch Ultra,,,,,,,
A0138,2026-03-25 10:20:47,2026-03-26T00:20:47Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,2907,2969,8199.9,5.0951800629,0,0,2.821,6.31040774,3.28,7.3371632,138.9,151,,,,87.2,Zwift Run,,,,,,,
A0139,2026-03-25 0:08:54,2026-03-25T14:08:54Z,Morning Swim,Swim,TRUE,FALSE,3070,3070,1805.9,1.1221338889,0,0,0.588,1.31532072,4.58,10.2451852,117.7,149,,,,,Apple Watch Ultra,,,,,,,
A0140,2026-03-24 14:33:27,2026-03-25T04:33:27Z,Night Walk,Walk,FALSE,FALSE,1542,1562,2077.6,1.2909603896,27,88.58268,1.347,3.01315818,2.087,4.66849378,88.9,99,,,,,Apple Watch Ultra,,,,,,,
A0141,2026-03-24 2:15:20,2026-03-24T16:15:20Z,Zwift - Pacer Group Ride with Bernie,VirtualRide,FALSE,FALSE,3592,3592,29338.9,18.2303416319,192,629.92128,8.168,18.27132592,16.66,37.2674204,117.2,138,100.4,104,360.5,98.5,Zwift,,,,,,,
A0142,2026-03-23 15:20:16,2026-03-24T05:20:16Z,Night Walk,Walk,FALSE,FALSE,1564,1581,2036.7,1.2655463157,27,88.58268,1.302,2.91249588,2.067,4.62375498,87.4,101,,,,,Apple Watch Ultra,,,,,,,
A0143,2026-03-23 11:41:10,2026-03-24T01:41:10Z,Fitbod - Sore in 6 mins - Chest,WeightTraining,TRUE,FALSE,454,454,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0144,2026-03-22 14:42:08,2026-03-23T04:42:08Z,Night Walk,Walk,FALSE,FALSE,1743,1782,2126,1.321034746,28.8,94.488192,1.22,2.7290668,2.104,4.70652176,81.6,91,,,,,Apple Watch Ultra,,,,,,,
A0145,2026-03-21 14:57:37,2026-03-22T04:57:37Z,Night Walk,Walk,FALSE,FALSE,1632,1727,2082.5,1.2940051075,25.4,83.333336,1.276,2.85433544,1.947,4.35532218,94.3,97,,,,,Apple Watch Ultra,,,,,,,
A0146,2026-03-20 14:51:21,2026-03-21T04:51:21Z,Night Walk,Walk,FALSE,FALSE,1690,1709,2072.9,1.2880399459,24.4,80.052496,1.227,2.74472538,2.173,4.86087062,85.5,100,,,,,Apple Watch Ultra,,,,,,,
A0147,2026-03-18 14:44:58,2026-03-19T04:44:58Z,Night Walk,Walk,FALSE,FALSE,1722,1754,2072.5,1.2877913975,28.2,92.519688,1.204,2.69327576,2.1,4.697574,84.5,96,,,,,Apple Watch Ultra,,,,,,,
A0148,2026-03-17 14:47:31,2026-03-18T04:47:31Z,Night Walk,Walk,FALSE,FALSE,1842,1842,2096.8,1.3028907128,24.8,81.364832,1.138,2.54563772,1.82,4.0712308,70.3,94,,,,,Apple Watch Ultra,,,,,,,
A0149,2026-03-17 8:49:38,2026-03-17T22:49:38Z,Afternoon Walk,Walk,FALSE,FALSE,877,921,1161,0.721411731,38,124.67192,1.324,2.96170856,2.247,5.02640418,100.2,112,,,,,Apple Watch Ultra,,,,,,,
A0150,2026-03-15 4:28:27,2026-03-15T16:28:27Z,Lunch Run,Run,FALSE,FALSE,7415,7415,20847.6,12.9540940596,140.2,459.973768,2.812,6.29027528,4.6,10.289924,152.6,168,198.7,200,1473.4,,Apple Watch Ultra,,,,,,,
A0151,2026-03-15 1:25:24,2026-03-15T13:25:24Z,Morning Ride,Ride,FALSE,FALSE,10874,10908,90547,56.263279937,892,2926.50928,8.327,18.62699938,16.88,37.7595472,142.1,154,142,148,1531.3,96.2,Wahoo ELEMNT BOLT,,,,,,,
A0152,2026-03-14 3:08:13,2026-03-14T15:08:13Z,Outdoor Running,Run,FALSE,FALSE,1574,1585,4536.3,2.8187252673,12.4,40.682416,2.882,6.44686108,4.5,10.06623,139.4,157,199.4,199,313.9,83.5,,,,,,,,
A0153,2026-03-13 13:12:14,2026-03-14T03:12:14Z,Fitbod - Glute Mobility protocol,WeightTraining,TRUE,FALSE,1503,1503,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0154,2026-03-13 8:49:35,2026-03-13T20:49:35Z,Afternoon Swim,Swim,FALSE,FALSE,1553,1553,939.1,0.5835295061,9.4,30.839896,0.605,1.3533487,5.986,13.39032284,150.6,174,,,,,Apple Watch Ultra,,,,,,,
A0155,2026-03-13 5:36:16,2026-03-13T17:36:16Z,Lunch Ride,Ride,FALSE,FALSE,1781,2166,13891.5,8.6317752465,53,173.88452,7.8,17.448132,12.32,27.5591008,125.1,146,124.5,136,215.5,90.1,Wahoo ELEMNT BOLT,,,,,,,
A0156,2026-03-12 1:48:37,2026-03-12T15:48:37Z,Morning Walk,Walk,FALSE,FALSE,1399,1399,2062.5,1.2815776875,27.8,91.207352,1.474,3.29724956,2.52,5.6370888,84.5,97,,,,,Apple Watch Ultra,,,,,,,
A0157,2026-03-11 14:31:43,2026-03-12T04:31:43Z,Night Walk,Walk,FALSE,FALSE,1364,1438,1799.9,1.1184056629,39.8,130.577432,1.32,2.9527608,2.1,4.697574,99.2,112,,,,,Apple Watch Ultra,,,,,,,
A0158,2026-03-11 10:55:40,2026-03-12T00:55:40Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,3664,3668,9869.9,6.1328696329,0,0,2.694,6.02631636,3.24,7.2476856,136.1,154,,,,83.9,Zwift Run,,,,,,,
A0159,2026-03-11 0:08:30,2026-03-11T14:08:30Z,Morning Swim,Swim,TRUE,FALSE,2740,2740,1645.9,1.0227145289,0,0,0.601,1.34440094,4.58,10.2451852,114.8,139,,,,,Apple Watch Ultra,,,,,,,
A0160,2026-03-10 14:14:28,2026-03-11T04:14:28Z,Night Walk,Walk,FALSE,FALSE,1520,1539,2085.6,1.2959313576,28.6,93.832024,1.372,3.06908168,2.24,5.0107456,91,101,,,,,Apple Watch Ultra,,,,,,,
A0161,2026-03-10 11:21:03,2026-03-11T01:21:03Z,Evening Walk,Walk,FALSE,FALSE,861,1026,1183.7,0.7355168527,57,187.00788,1.375,3.0757925,1.531,3.42475514,,,,,,,Apple Watch Ultra,,,,,,,
A0162,2026-03-10 5:49:15,2026-03-10T19:49:15Z,Lunch Walk,Walk,FALSE,FALSE,973,1213,1344.4,0.8353711724,44.8,146.981632,1.382,3.09145108,2.68,5.9949992,87,90,,,,,Apple Watch Ultra,,,,,,,
A0163,2026-03-10 2:24:22,2026-03-10T16:24:22Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,1169,1185,3245.2,2.0164731692,0,0,2.776,6.20974544,3.02,6.7555588,130.8,138,,,,88.3,Zwift Run,,,,,,,
A0164,2026-03-10 1:50:21,2026-03-10T15:50:21Z,Zwift - Tempus Fugit in Watopia,VirtualRide,FALSE,FALSE,1898,1898,18099.9,11.2467529629,28,91.86352,9.536,21.33145984,11.54,25.8142876,124.4,137,137.1,142,260.2,97.4,Zwift,,,,,,,
A0165,2026-03-09 14:56:45,2026-03-10T04:56:45Z,Night Walk,Walk,FALSE,FALSE,1541,1584,2079.6,1.2922031316,28.6,93.832024,1.35,3.019869,2.1,4.697574,89.2,109,,,,,Apple Watch Ultra,,,,,,,
A0166,2026-03-09 12:59:25,2026-03-10T02:59:25Z,Fitbod - Run Mobility/Strength,WeightTraining,TRUE,FALSE,4907,4907,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0167,2026-03-09 11:38:27,2026-03-10T01:38:27Z,Fitbod - Sore in 6 mins - Chest,WeightTraining,TRUE,FALSE,477,477,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0168,2026-03-08 14:12:41,2026-03-09T04:12:41Z,Night Walk,Walk,FALSE,FALSE,1459,1507,2087.5,1.2971119625,28,91.86352,1.431,3.20106114,2.28,5.1002232,90,96,,,,,Apple Watch Ultra,,,,,,,
A0169,2026-03-07 13:19:32,2026-03-08T05:19:32Z,Night Walk,Walk,FALSE,FALSE,1544,1544,2083.6,1.2946886156,25.8,84.645672,1.349,3.01763206,2.48,5.5476112,86.6,99,,,,,Apple Watch Ultra,,,,,,,
A0170,2026-03-07 4:50:40,2026-03-07T20:50:40Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,2266,2310,6239.3,3.8769200803,0,0,2.753,6.15829582,3,6.71082,147.7,158,,,,86.7,Zwift Run,,,,,,,
A0171,2026-03-07 3:15:44,2026-03-07T19:15:44Z,Zwift - Tempus Fugit in Watopia,VirtualRide,FALSE,FALSE,5248,5248,48410.9,30.0811293439,73,239.50132,9.225,20.6357715,12.14,27.1564516,142.2,151,131.1,134,687.9,98.4,Zwift,,,,,,,
A0172,2026-03-07 1:19:46,2026-03-07T17:19:46Z,Morning Swim,Swim,FALSE,FALSE,2511,2511,1898.3,1.1795485693,2.2,7.217848,0.756,1.69112664,5.317,11.89380998,113.4,121,,,,,Apple Watch Ultra,,,,,,,
A0173,2026-03-06 13:52:19,2026-03-07T05:52:19Z,Night Walk,Walk,FALSE,FALSE,1569,1586,1963.8,1.2202483698,29.8,97.769032,1.252,2.80064888,2.04,4.5633576,81.4,97,,,,,Apple Watch Ultra,,,,,,,
A0174,2026-03-06 10:28:00,2026-03-07T02:28:00Z,Fitbod - Pull Up Training,WeightTraining,TRUE,FALSE,962,962,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0175,2026-03-06 1:49:25,2026-03-06T17:49:25Z,Morning Walk,Walk,FALSE,FALSE,851,851,1207.9,0.7505540309,43.8,143.700792,1.419,3.17421786,2.2,4.921268,,,,,,,Apple Watch Ultra,,,,,,,
A0176,2026-03-05 23:06:05,2026-03-06T15:06:05Z,Morning Swim,Swim,TRUE,FALSE,3301,3301,2148.8,1.3352020048,0,0,0.651,1.45624794,4.58,10.2451852,120,143,,,,,Apple Watch Ultra,,,,,,,
A0177,2026-03-05 13:50:02,2026-03-06T05:50:02Z,Night Walk,Walk,FALSE,FALSE,1585,1602,2084.4,1.2951857124,26.4,86.614176,1.315,2.9415761,2.06,4.6080964,91.7,106,,,,,Apple Watch Ultra,,,,,,,
A0178,2026-03-05 2:19:06,2026-03-05T18:19:06Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,1061,1070,2856.3,1.7748219873,0,0,2.692,6.02184248,3.38,7.5608572,134.2,145,,,,83.9,Zwift Run,,,,,,,
A0179,2026-03-05 1:35:07,2026-03-05T17:35:07Z,Zwift - Tick Tock in Watopia,VirtualRide,FALSE,FALSE,2450,2450,23065.6,14.3322949376,181,593.83204,9.415,21.0607901,15.74,35.2094356,135.7,146,157.7,162,386.4,99.5,Zwift,,,,,,,
A0180,2026-03-04 14:12:30,2026-03-05T06:12:30Z,Night Walk,Walk,FALSE,FALSE,1598,1620,2090.3,1.2988518013,27.6,90.551184,1.308,2.92591752,2.08,4.6528352,85.3,98,,,,,Apple Watch Ultra,,,,,,,
A0181,2026-03-04 3:22:29,2026-03-04T19:22:29Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,3440,3448,9103.4,5.6565887614,0,0,2.646,5.91894324,3.42,7.6503348,134.8,155,,,,81.4,Zwift Run,,,,,,,TRUE
A0182,2026-03-03 23:09:17,2026-03-04T15:09:17Z,Morning Swim,Swim,TRUE,FALSE,3058,3058,1874.5,1.1647599395,0,0,0.613,1.37124422,4.58,10.2451852,115.6,145,,,,,Apple Watch Ultra,,,,,,,
A0183,2026-03-03 13:34:04,2026-03-04T05:34:04Z,Outdoor Walking,Walk,FALSE,FALSE,1299,1336,1665.4,1.0348312634,20.6,67.585304,1.282,2.86775708,1.74,3.8922756,87.5,104,,,,44.2,,,,,,,,
A0184,2026-03-03 12:21:03,2026-03-04T04:21:03Z,Fitbod - Kettlebell Conditioning,WeightTraining,TRUE,FALSE,3673,3673,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0185,2026-03-03 1:17:15,2026-03-03T17:17:15Z,Zwift - Tempus Fugit in Watopia,VirtualRide,FALSE,FALSE,2649,2649,26880.8,16.7029495768,42,137.79528,10.148,22.70046712,13.56,30.3329064,140.4,158,161.6,172,428.1,100.3,Zwift,,,,,,,
