activity_id,start_date_local,start_date_utc,name,sport_type,trainer,commute,moving_time_sec,elapsed_time_sec,distance_m,distance_mi,total_elevation_gain_m,total_elevation_gain_ft,average_speed_mps,average_speed_mph,max_speed_mps,max_speed_mph,average_heartrate,max_heartrate,average_watts,weighted_average_watts,kilojoules,average_cadence,device_name,achievement_count,pr_count,suffer_score,calories,perceived_exertion,has_heartrate,has_run_segments
A0186,2026-03-02 14:14:19,2026-03-03T06:14:19Z,Night Walk,Walk,FALSE,FALSE,1659,1681,2080.5,1.2927623655,29,95.14436,1.254,2.80512276,2.04,4.5633576,84.2,102,,,,,Apple Watch Ultra,,,,,,,
A0187,2026-03-02 12:37:03,2026-03-03T04:37:03Z,Fitbod - Run Mobility/Strength,WeightTraining,TRUE,FALSE,3895,3895,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0188,2026-03-02 10:59:51,2026-03-03T02:59:51Z,Fitbod - Sore in 6 mins - Chest,WeightTraining,TRUE,FALSE,493,493,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0189,2026-03-02 9:01:56,2026-03-03T01:01:56Z,Afternoon Walk,Walk,FALSE,FALSE,763,971,1263.3,0.7849779843,57,187.00788,1.656,3.70437264,10.933,24.45646502,72.5,84,,,,,Apple Watch Ultra,,,,,,,
A0190,2026-03-01 14:09:02,2026-03-02T06:09:02Z,Night Walk,Walk,FALSE,FALSE,1665,1685,2079.9,1.2923895429,28.6,93.832024,1.249,2.79393806,1.98,4.4291412,86.1,101,,,,,Apple Watch Ultra,,,,,,,
A0191,2026-03-01 2:07:21,2026-03-01T18:07:21Z,Morning Run,Run,FALSE,FALSE,7217,7270,21980.6,13.6581074026,76,249.34384,3.046,6.81371924,5.64,12.6163416,140.8,154,214.7,215,1549.1,,Apple Watch Ultra,,,,,,,
A0192,2026-02-28 11:52:34,2026-03-01T03:52:34Z,Evening Walk,Walk,FALSE,FALSE,1658,1675,2068.4,1.2852437764,28,91.86352,1.248,2.79170112,2.04,4.5633576,88,101,,,,,Apple Watch Ultra,,,,,,,
A0193,2026-02-28 3:51:56,2026-02-28T19:51:56Z,Zwift - Tempus Fugit in Watopia,VirtualRide,FALSE,FALSE,10080,10103,88768.6,55.1582337506,136,446.19424,8.806,19.69849364,11.2,25.053728,133.1,144,118.6,119,1195.8,97.9,Zwift,,,,,,,
A0194,2026-02-28 1:26:00,2026-02-28T17:26:00Z,Morning Swim,Swim,FALSE,FALSE,2471,2471,1681.5,1.0448353365,15.6,51.181104,0.68,1.5211192,3.589,8.02837766,129,139,,,,,Apple Watch Ultra,,,,,,,
A0195,2026-02-27 13:19:00,2026-02-28T05:19:00Z,Night Walk,Walk,FALSE,FALSE,1695,1695,2098.7,1.3040713177,30,98.4252,1.238,2.76933172,2.14,4.7870516,84.5,106,,,,,Apple Watch Ultra,,,,,,,
A0196,2026-02-26 23:08:56,2026-02-27T15:08:56Z,Morning Swim,Swim,TRUE,FALSE,3056,3056,2126,1.321034746,0,0,0.696,1.55691024,4.58,10.2451852,119,147,,,,,Apple Watch Ultra,,,,,,,
A0197,2026-02-26 13:30:58,2026-02-27T05:30:58Z,Night Walk,Walk,FALSE,FALSE,1609,1609,2090.1,1.2987275271,28.2,92.519688,1.299,2.90578506,2.18,4.8765292,89,102,,,,,Apple Watch Ultra,,,,,,,
A0198,2026-02-26 10:32:45,2026-02-27T02:32:45Z,Evening Walk,Walk,FALSE,FALSE,919,987,1257.6,0.7814361696,58.4,191.601056,1.368,3.06013392,3.238,7.24321172,77.3,86,,,,,Apple Watch Ultra,,,,,,,
A0199,2026-02-26 6:49:41,2026-02-26T22:49:41Z,Afternoon Walk,Walk,FALSE,FALSE,898,2724,1241.8,0.7716185078,43,141.07612,1.383,3.09368802,2.28,5.1002232,112.6,120,,,,,Apple Watch Ultra,,,,,,,
A0200,2026-02-26 2:30:53,2026-02-26T18:30:53Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,1193,1205,2635.8,1.6378096818,0,0,2.209,4.94140046,2.58,5.7713052,124.2,132,,,,80.4,Zwift Run,,,,,,,
A0201,2026-02-26 1:01:47,2026-02-26T17:01:47Z,Zwift - Tick Tock in Watopia,VirtualRide,FALSE,FALSE,4828,4828,43089.4,26.7745035674,356,1167.97904,8.925,19.9646895,16.34,36.5515996,135.5,150,134.4,138,648.9,100.3,Zwift,,,,,,,
A0202,2026-02-25 13:48:25,2026-02-26T05:48:25Z,Night Walk,Walk,FALSE,FALSE,2043,2265,2468,1.533543628,42,137.79528,1.208,2.70222352,2.22,4.9660068,88.1,105,,,,,Apple Watch Ultra,,,,,,,
A0203,2026-02-25 8:24:28,2026-02-26T00:24:28Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,4964,4982,12407.7,7.7097849567,0,0,2.5,5.59235,3.36,7.5161184,137,156,,,,78.9,Zwift Run,,,,,,,
A0204,2026-02-25 8:24:27,2026-02-26T00:24:27Z,Afternoon Run,Run,TRUE,FALSE,4965,4983,12227.2,7.5976274912,0,0,2.463,5.50958322,3.36,7.5161184,139.6,168,,,,,Apple Watch Ultra,,,,,,,
A0205,2026-02-25 5:59:13,2026-02-25T21:59:13Z,Afternoon Walk,Walk,FALSE,FALSE,797,897,1124.5,0.6987316895,0,0,1.411,3.15632234,5.938,13.28294972,108,108,,,,,Apple Watch Ultra,,,,,,,
A0206,2026-02-25 1:40:05,2026-02-25T17:40:05Z,Morning Walk,Walk,FALSE,FALSE,720,738,1016.5,0.6316236215,39.6,129.921264,1.412,3.15855928,2.333,5.21878102,107.4,122,,,,,Apple Watch Ultra,,,,,,,
A0207,2026-02-24 12:36:52,2026-02-25T04:36:52Z,Fitbod - Kettlebell Conditioning,WeightTraining,TRUE,FALSE,3038,3038,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0208,2026-02-24 10:01:10,2026-02-25T02:01:10Z,Fitbod - Sore in 6 mins - Chest,WeightTraining,TRUE,FALSE,646,646,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0209,2026-02-24 1:27:06,2026-02-24T17:27:06Z,Zwift - Tick Tock in Watopia,VirtualRide,FALSE,FALSE,3529,3529,35650.4,22.1521246984,59,193.56956,10.102,22.59756788,13.16,29.4381304,145.4,160,153.7,165,542.4,100.4,Zwift,,,,,,,
A0210,2026-02-22 13:38:25,2026-02-23T05:38:25Z,Night Walk,Walk,FALSE,FALSE,1624,1624,2100,1.3048791,30.4,99.737536,1.293,2.89236342,2.14,4.7870516,85.2,101,,,,,Apple Watch Ultra,,,,,,,
A0211,2026-02-22 5:12:11,2026-02-22T21:12:11Z,Afternoon Run,Run,FALSE,FALSE,3333,3394,9736.3,6.0498544673,42.4,139.107616,2.921,6.53410174,3.88,8.6793272,144.9,155,205.3,204,684.3,,Apple Watch Ultra,,,,,,,
A0212,2026-02-22 1:39:30,2026-02-22T17:39:30Z,Morning Ride,Ride,FALSE,FALSE,10617,11274,87485,54.360641935,457,1499.34388,8.24,18.4323856,16.52,36.9542488,135.6,150,145.6,149,1526.9,98.6,Wahoo ELEMNT BOLT,,,,,,,
A0213,2026-02-21 1:01:44,2026-02-21T15:01:44Z,Morning Walk,Walk,FALSE,FALSE,1382,1382,2262.7,1.4059761617,2,6.56168,1.637,3.66187078,2.88,6.4423872,89.5,96,,,,,Apple Watch Ultra,,,,,,,
A0214,2026-02-20 6:29:47,2026-02-20T20:29:47Z,Afternoon Walk,Walk,FALSE,FALSE,1257,1875,1328.3,0.8253670993,4.6,15.091864,1.057,2.36444558,2.204,4.93021576,78.8,93,,,,,Apple Watch Ultra,,,,,,,
A0215,2026-02-19 0:58:42,2026-02-19T14:58:42Z,Morning Run,Run,FALSE,FALSE,3959,4059,10183.6,6.3277937156,21.8,71.522312,2.572,5.75340968,3.54,7.9187676,128.6,139,179.5,180,710.5,,Apple Watch Ultra,,,,,,,
A0216,2026-02-18 0:03:21,2026-02-18T14:03:21Z,Morning Run,Run,FALSE,FALSE,4401,4471,11982.3,7.4454537333,20.8,68.241472,2.723,6.09118762,5.22,11.6768268,132.3,177,,,,,Apple Watch Ultra,,,,,,,
A0217,2026-02-16 23:21:20,2026-02-17T13:21:20Z,Morning Run,Run,FALSE,FALSE,3423,3494,9932.5,6.1717674575,21.6,70.866144,2.902,6.49159988,3.547,7.93442618,139.5,153,201,201,688.1,,Apple Watch Ultra,,,,,,,
A0218,2026-02-16 8:42:59,2026-02-16T22:42:59Z,Afternoon Walk,Walk,FALSE,FALSE,1271,1423,1471.5,0.9143474265,12.6,41.338584,1.158,2.59037652,2.32,5.1897008,80.7,86,,,,,Apple Watch Ultra,,,,,,,
A0219,2026-02-16 5:52:48,2026-02-16T19:52:48Z,Afternoon Walk,Walk,FALSE,FALSE,943,1200,962.9,0.5983181359,2.8,9.186352,1.021,2.28391574,1.967,4.40006098,77.6,88,,,,,Apple Watch Ultra,,,,,,,
A0220,2026-02-14 23:12:55,2026-02-15T15:12:55Z,Morning Run,Run,TRUE,FALSE,5979,6004,16656.2,10.3496796502,0,0,2.786,6.23211484,3.38,7.5608572,137,154,,,,,Apple Watch Ultra,,,,,,,
A0221,2026-02-14 1:30:13,2026-02-14T17:30:13Z,Zwift - Tempus Fugit in Watopia,VirtualRide,FALSE,FALSE,11644,11680,104973,65.227177983,160,524.9344,9.015,20.1660141,11.64,26.0379816,132,143,121.3,123,1412.7,98.9,Zwift,,,,,,,
A0222,2026-02-14 1:25:21,2026-02-14T17:25:21Z,Zwift - Pacer Group Ride: Waisted 8 in Watopia with Miguel,VirtualRide,FALSE,FALSE,261,261,2400.3,1.4914768113,15,49.2126,9.197,20.57313718,14.38,32.1671972,115.5,121,131.8,127,34.4,97.6,Zwift,,,,,,,
A0223,2026-02-13 23:10:24,2026-02-14T15:10:24Z,Morning Swim,Swim,TRUE,FALSE,3972,3972,3040.4,1.8892163884,0,0,0.765,1.7112591,4.58,10.2451852,126.7,152,,,,,Apple Watch Ultra,,,,,,,
A0224,2026-02-13 13:26:10,2026-02-14T05:26:10Z,Night Walk,Walk,FALSE,FALSE,1549,1617,2098.1,1.3036984951,29,95.14436,1.354,3.02881676,2.107,4.71323258,84.5,100,,,,,Apple Watch Ultra,,,,,,,
A0226,2026-02-12 23:07:42,2026-02-13T15:07:42Z,Morning Swim,Swim,TRUE,FALSE,3131,3131,2057.4,1.2784086954,0,0,0.657,1.46966958,4.58,10.2451852,120.3,144,,,,,Apple Watch Ultra,,,,,,,
A0227,2026-02-12 13:30:47,2026-02-13T05:30:47Z,Night Walk,Walk,FALSE,FALSE,1555,1616,2077.4,1.2908361154,28.2,92.519688,1.336,2.98855184,2.12,4.7423128,88.2,104,,,,,Apple Watch Ultra,,,,,,,
A0228,2026-02-12 7:51:03,2026-02-12T23:51:03Z,Afternoon Walk,Walk,FALSE,FALSE,812,812,1180.9,0.7337770139,45.2,148.293968,1.454,3.25251076,2.4,5.368656,,,,,,,Apple Watch Ultra,,,,,,,
A0229,2026-02-12 2:47:39,2026-02-12T18:47:39Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,1209,1260,2868.7,1.7825269877,0,0,2.373,5.30825862,2.92,6.5318648,124.4,135,,,,80.1,Zwift Run,,,,,,,
A0230,2026-02-12 2:47:38,2026-02-12T18:47:38Z,Morning Run,Run,TRUE,FALSE,1268,1268,3030.7,1.8831890897,0,0,2.39,5.3462866,3.32,7.4266408,145.4,165,,,,,Apple Watch Ultra,,,,,,,
A0231,2026-02-12 1:21:33,2026-02-12T17:21:33Z,Morning Ride,Ride,TRUE,FALSE,5012,5012,,,0,0,0,0,0,0,128.2,139,,,,,Apple Watch Ultra,,,,,,,
A0232,2026-02-12 1:21:08,2026-02-12T17:21:08Z,Zwift - Tick Tock in Watopia,VirtualRide,FALSE,FALSE,4993,4993,43218.7,26.8548468377,356,1167.97904,8.656,19.36295264,15.24,34.0909656,128.1,139,128.7,130,642.7,101.5,Zwift,,,,,,,
A0233,2026-02-11 9:08:38,2026-02-12T01:08:38Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,5450,5743,14523.3,9.0243574443,0,0,2.665,5.9614451,3.4,7.605596,143.2,159,,,,82.5,Zwift Run,,,,,,,
A0234,2026-02-11 7:32:47,2026-02-11T23:32:47Z,Afternoon Walk,Walk,FALSE,FALSE,1337,1411,2049.7,1.2736241387,28.8,94.488192,1.533,3.42922902,2.4,5.368656,97.5,112,,,,,Apple Watch Ultra,,,,,,,
A0235,2026-02-10 23:07:14,2026-02-11T15:07:14Z,Morning Swim,Swim,TRUE,FALSE,3153,3153,2148.8,1.3352020048,0,0,0.682,1.52559308,4.58,10.2451852,120.5,145,,,,,Apple Watch Ultra,,,,,,,
A0236,2026-02-10 13:01:52,2026-02-11T05:01:52Z,Fitbod - Kettlebell Conditioning,WeightTraining,TRUE,FALSE,2057,2057,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0237,2026-02-10 10:14:27,2026-02-11T02:14:27Z,Fitbod - Sore in 6 mins - Chest,WeightTraining,TRUE,FALSE,458,458,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0238,2026-02-10 4:12:20,2026-02-10T20:12:20Z,Zwift - Tempus Fugit in Watopia,VirtualRide,FALSE,FALSE,3049,3049,28640,17.79606544,46,150.91864,9.393,21.01157742,11.58,25.9037652,128,138,133.5,135,406.9,102.4,Zwift,,,,,,,
A0239,2026-02-09 14:24:02,2026-02-10T06:24:02Z,Fitbod - Run Mobility/Strength,WeightTraining,TRUE,FALSE,3551,3551,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0240,2026-02-09 4:09:17,2026-02-09T20:09:17Z,Lunch Walk,Walk,FALSE,FALSE,772,897,1096.4,0.6812711644,42.6,139.763784,1.42,3.1764548,2.393,5.35299742,88,90,,,,,Apple Watch Ultra,,,,,,,
A0241,2026-02-08 13:48:01,2026-02-09T05:48:01Z,Night Walk,Walk,FALSE,FALSE,1585,1623,2070.2,1.2863622442,25.4,83.333336,1.306,2.92144364,2.08,4.6528352,95.3,105,,,,,Apple Watch Ultra,,,,,,,
A0242,2026-02-08 4:58:31,2026-02-08T20:58:31Z,Lunch Run,Run,FALSE,FALSE,3261,3327,9738.3,6.0510972093,40,131.2336,2.986,6.67950284,3.76,8.4108944,150.8,159,211.5,211,689.8,,Apple Watch Ultra,,,,,,,
A0243,2026-02-08 0:29:53,2026-02-08T16:29:53Z,Morning Ride,Ride,FALSE,FALSE,13267,14116,104592,64.990435632,594,1948.81896,7.884,17.63603496,16.52,36.9542488,132.5,145,137.1,140,1791,95.5,Wahoo ELEMNT BOLT,,,,,,,
A0244,2026-02-07 8:36:33,2026-02-08T00:36:33Z,Afternoon Walk,Walk,FALSE,FALSE,1471,1599,2044.5,1.2703930095,28,91.86352,1.39,3.1093466,2.193,4.90560942,97.2,106,,,,,Apple Watch Ultra,,,,,,,
A0245,2026-02-07 2:50:00,2026-02-07T18:50:00Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,1215,1220,3108.6,1.9315938906,0,0,2.559,5.72432946,2.7,6.039738,134.6,139,,,,88.1,Zwift Run,,,,,,,
A0246,2026-02-07 1:14:49,2026-02-07T17:14:49Z,Zwift - Pacer Group Ride: Country to Coastal in Makuri Islands with Miguel,VirtualRide,FALSE,FALSE,5479,5479,46340.6,28.7947049626,374,1227.03416,8.458,18.92003852,17.86,39.9517484,134.5,147,123.3,126,675.5,100.2,Zwift,,,,,,,
A0247,2026-02-06 23:08:24,2026-02-07T15:08:24Z,Morning Swim,Swim,TRUE,FALSE,4581,4581,3429,2.130681159,0,0,0.749,1.67546806,4.58,10.2451852,129.9,156,,,,,Apple Watch Ultra,,,,,,,
A0248,2026-02-06 13:02:37,2026-02-07T05:02:37Z,Night Walk,Walk,FALSE,FALSE,1529,1558,2122,1.318549262,28,91.86352,1.388,3.10487272,2.22,4.9660068,91.3,104,,,,,Apple Watch Ultra,,,,,,,
A0249,2026-02-05 23:09:30,2026-02-06T15:09:30Z,Morning Swim,Swim,TRUE,FALSE,3008,3008,2286,1.420454106,0,0,0.76,1.7000744,4.58,10.2451852,123.6,147,,,,,Apple Watch Ultra,,,,,,,
A0250,2026-02-05 12:31:01,2026-02-06T04:31:01Z,Evening Walk,Walk,FALSE,FALSE,1710,1751,2096.5,1.3027043015,27.6,90.551184,1.226,2.74248844,2.027,4.53427738,87.2,98,,,,,Apple Watch Ultra,,,,,,,
A0251,2026-02-04 8:34:32,2026-02-05T00:34:32Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,6609,6656,17287.2,10.7417647512,0,0,2.616,5.85183504,3.32,7.4266408,141.1,165,,,,81.5,Zwift Run,,,,,,,
A0252,2026-02-03 23:07:57,2026-02-04T15:07:57Z,Morning Swim,Swim,TRUE,FALSE,3071,3071,2286,1.420454106,0,0,0.744,1.66428336,4.58,10.2451852,121.5,149,,,,,Apple Watch Ultra,,,,,,,
A0253,2026-02-03 14:00:19,2026-02-04T06:00:19Z,Night Walk,Walk,FALSE,FALSE,1654,1671,2059.2,1.2795271632,30.4,99.737536,1.245,2.7849903,2.033,4.54769902,90.1,103,,,,,Apple Watch Ultra,,,,,,,
A0254,2026-02-03 12:28:00,2026-02-04T04:28:00Z,Fitbod - Kettlebell Conditioning,WeightTraining,TRUE,FALSE,4001,4001,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0255,2026-02-03 9:37:42,2026-02-04T01:37:42Z,Afternoon Walk,Walk,FALSE,FALSE,963,1131,1447.1,0.8991859741,57,187.00788,1.503,3.36212082,8.891,19.88863354,,,,,,,Apple Watch Ultra,,,,,,,
A0256,2026-02-03 6:48:48,2026-02-03T22:48:48Z,Afternoon Walk,Walk,FALSE,FALSE,928,1142,1245.3,0.7737933063,48.2,158.136488,1.342,3.00197348,2.273,5.08456462,111.3,120,,,,,Apple Watch Ultra,,,,,,,
A0257,2026-02-03 1:02:49,2026-02-03T17:02:49Z,Zwift - Tempus Fugit in Watopia,VirtualRide,FALSE,FALSE,3264,3264,32634.8,20.2783183108,52,170.60368,9.998,22.36492612,12.4,27.738056,137.3,155,146.9,153,479.5,97.9,Zwift,,,,,,,
A0258,2026-02-02 14:40:22,2026-02-03T06:40:22Z,Night Walk,Walk,FALSE,FALSE,1726,1749,2082.6,1.2940672446,27.8,91.207352,1.207,2.69998658,2.1,4.697574,85.5,96,,,,,Apple Watch Ultra,,,,,,,
A0259,2026-02-02 13:13:50,2026-02-03T05:13:50Z,Fitbod - Run Mobility/Strength,WeightTraining,TRUE,FALSE,3534,3534,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0260,2026-02-02 10:34:53,2026-02-03T02:34:53Z,Fitbod - Sore in 6 mins - Chest,WeightTraining,TRUE,FALSE,608,608,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0261,2026-02-02 8:10:00,2026-02-03T00:10:00Z,Afternoon Walk,Walk,FALSE,FALSE,1088,1106,1258,0.781684718,61.2,200.787408,1.156,2.58590264,2.193,4.90560942,67,67,,,,,Apple Watch Ultra,,,,,,,
A0262,2026-02-02 4:46:42,2026-02-02T20:46:42Z,Lunch Walk,Walk,FALSE,FALSE,1181,1414,1523.6,0.9467208556,49.4,162.073496,1.29,2.8856526,2.127,4.75797138,89.9,100,,,,,Apple Watch Ultra,,,,,,,
A0263,2026-02-01 6:26:22,2026-02-01T22:26:22Z,Afternoon Walk,Walk,FALSE,FALSE,1076,1725,1384.6,0.8603502866,18,59.05512,1.287,2.87894178,2.1,4.697574,97.3,108,,,,,Apple Watch Ultra,,,,,,,
A0264,2026-02-01 1:15:51,2026-02-01T17:15:51Z,Morning Run,Run,FALSE,FALSE,6285,6432,19400.6,12.0549702226,72,236.22048,3.087,6.90543378,4.8,10.737312,146,174,221.6,221,1392.5,,Apple Watch Ultra,,,,,,,
A0265,2026-01-31 0:55:27,2026-01-31T16:55:27Z,Morning Ride,Ride,FALSE,FALSE,12086,12779,99737.5,61.9739901125,529,1735.56436,8.252,18.45922888,17.72,39.6385768,137.1,153,146,149,1735.1,98.1,Wahoo ELEMNT BOLT,,,,,,,
A0266,2026-01-30 23:09:51,2026-01-31T15:09:51Z,Morning Swim,Swim,TRUE,FALSE,4494,4494,3474.7,2.1590778137,0,0,0.773,1.72915462,4.58,10.2451852,123.7,147,,,,,Apple Watch Ultra,,,,,,,
A0267,2026-01-30 13:10:13,2026-01-31T05:10:13Z,Night Walk,Walk,FALSE,FALSE,1628,1647,2092.6,1.3002809546,29.4,96.456696,1.285,2.8744679,2.133,4.77139302,88.6,105,,,,,Apple Watch Ultra,,,,,,,
A0268,2026-01-29 23:07:45,2026-01-30T15:07:45Z,Morning Swim,Swim,TRUE,FALSE,3146,3146,2263.1,1.4062247101,0,0,0.719,1.60835986,4.58,10.2451852,115,140,,,,,Apple Watch Ultra,,,,,,,
A0269,2026-01-29 13:14:53,2026-01-30T05:14:53Z,Night Walk,Walk,FALSE,FALSE,1686,1753,2101.3,1.3056868823,26,85.30184,1.246,2.78722724,1.94,4.3396636,87.5,104,,,,,Apple Watch Ultra,,,,,,,
A0270,2026-01-29 3:13:16,2026-01-29T19:13:16Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,1428,1432,3242.5,2.0147954675,0,0,2.271,5.08009074,2.84,6.3529096,111.2,126,,,,78.6,Zwift Run,,,,,,,
A0271,2026-01-29 2:24:12,2026-01-29T18:24:12Z,Zwift - Tempus Fugit in Watopia,VirtualRide,FALSE,FALSE,2730,2730,24496.6,15.2214768386,38,124.67192,8.973,20.07206262,11.58,25.9037652,109.9,119,112.1,113,306,97,Zwift,,,,,,,
A0272,2026-01-28 13:54:18,2026-01-29T05:54:18Z,Night Walk,Walk,FALSE,FALSE,1715,1855,2131.4,1.3243901494,28.2,92.519688,1.243,2.78051642,2.027,4.53427738,83.6,97,,,,,Apple Watch Ultra,,,,,,,
A0273,2026-01-28 6:57:52,2026-01-28T22:57:52Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,3052,3058,8067.7,5.0130348167,0,0,2.643,5.91223242,3.26,7.2924244,130.6,140,,,,88.6,Zwift Run,,,,,,,
A0274,2026-01-28 6:55:51,2026-01-28T22:55:51Z,Afternoon Run,Run,TRUE,FALSE,3173,3173,8717.8,5.4169881038,0,0,2.748,6.14711112,3.2,7.158208,151.1,161,,,,,Apple Watch Ultra,,,,,,,
A0275,2026-01-27 23:09:07,2026-01-28T15:09:07Z,Pool Swim,Swim,TRUE,FALSE,2018,3082,1874.5,1.1647599395,0,0,0.929,2.07811726,2.3,5.144962,118.5,140,,,,,,,,,,,,
A0276,2026-01-27 13:14:58,2026-01-28T05:14:58Z,Night Walk,Walk,FALSE,FALSE,1699,1716,2086.1,1.2962420431,26.6,87.270344,1.228,2.74696232,1.967,4.40006098,87.3,104,,,,,Apple Watch Ultra,,,,,,,
A0277,2026-01-27 3:28:42,2026-01-27T19:28:42Z,Zwift - Pacer Group Ride: Petit Boucle in France with Bernie,VirtualRide,FALSE,FALSE,2791,2791,24302.8,15.1010551388,111,364.17324,8.708,19.47927352,18.68,41.7860392,109.1,118,104.8,107,292.4,97.7,Zwift,,,,,,,
A0278,2026-01-27 3:22:40,2026-01-27T19:22:40Z,Lunch Ride,Ride,TRUE,FALSE,3172,3172,,,0,0,0,0,0,0,106.7,118,,,,,Apple Watch Ultra,,,,,,,
A0279,2026-01-26 12:52:07,2026-01-27T04:52:07Z,Evening Walk,Walk,FALSE,FALSE,1735,1806,2080.1,1.2925138171,29.8,97.769032,1.199,2.68209106,1.86,4.1607084,88.3,108,,,,,Apple Watch Ultra,,,,,,,
A0280,2026-01-26 9:42:22,2026-01-27T01:42:22Z,Fitbod - Sore in 6 mins - Chest,WeightTraining,TRUE,FALSE,663,663,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
